text_akhir,polarity_score,polarity
karna bagus jahatimpostor bosenin kalo crewmate,-2,negative
game nggk jelasmain mulu pdhaljaringan bagusbikin game yg bener coksudah burik nggk ni game,9,positive
game among us akun baiki game bikin kesal suka game,7,positive
game seru kali mabar keren ni game kasih bitang,5,positive
oi gw komen game among us bebas pas gw jalan jalan,1,positive
networkingny benerin sinyal turun langsung disconnect,1,positive
lokal main teman game jelek tolong perbaiki,-2,negative
game seru banget download karna game seru main bareng pokoknya seru dehh download,2,positive
nggak masuk game jaringan bagus,-6,negative
suka bangeet game pakai akun tpi seruu download deh,4,positive
bagus game tolong tambahin bahasa indonesia,-3,negative
uninstal skrg udh jelek game mulu eror trus taii kayak hadir gw saranin ps uninstall,-10,negative
game keren game multiplayer impostor kesukaan terima kasih game,9,positive
geme bagus ngetiknya sulit sulit bicara,-2,negative
sereal terbaru sereal mama shinon vip sereal terenak terbuat pentil pentil mama shinon asli pembuat bernama ayon tolol sereal bertema istri diisi penuh kenikmatan sampa ayon rela mengentodi shinon susu okeh terima kasih membaca salam tuwo tuwo gaming,22,positive
game cocok merusak pertemananv like gamebut knp kesempatan impostor pembuat room besardan player,3,positive
bagusss game nyaaaa klo orang tambahin biar,0,neutral
gamenya bagus banget berharap impostor bener impostor,2,positive
cheat tolong update game seru bangettt,3,positive
gamenya bagus beres update gabisa jalanin gamenya,0,neutral
geme jelek suka ngebuk boong seru banget geme ammong us cepat download ngak sabar nunggu map map polus,0,neutral
geme nyah seru pas kali main langsung,6,positive
lag sampe mampus buka yt ama game lancar,-1,negative
masukan kaitkan akun google tambahkan teman pemenang hadiah koin ditukarkan skin dll dikaitkannya akun google report cheater banned cheater server perbaiki asia sesak tambahkan voice chat yg bicara report kick room,4,positive
udah gua game seru banget guys ketemu temen online pokoknya download okkkk,-1,negative
game bagus tolong citer banned bikin kesel banget,-3,negative
seru gem suka role kalo suka shapshifter coba kasi tahuin role kesukaan yg main among us,2,positive
gua kasih bintang map dunia namanya airship,-3,negative
tolong tmbahin list friend biar invite trs berteman game,-1,negative
game asik bett pandemi maen game aja kalok gabut,2,positive
geme burik bohong hayuk game bagus impostor inpostor ad,-5,negative
pingnya stabil sinyal bagus,1,positive
game seru onlain temen saudara serupasti eror papa seru bintang,-2,negative
saran tambahkan fitur translate biar tau bahasa ngarti,-14,negative
game bugya lumayan bad bad,-7,negative
game bagus kasih sekin kostum geratis tolong,2,positive
nostalgia banget pas main impos fitnah semu orang,2,positive
baguslah sarana hiburan kalo dibatasi aja umurnya karna game mengajarkan rasisme penistaan,-2,negative
bagussssssssssss banget sumpah bagus banget pake data bagus wajib banget didownload,-6,negative
bagus gamenya tolong tambahin pemain liat impostor,-3,negative
tolong pemain pemain cheat cheater blokir game game seru dah cheat seru,-7,negative
maaf kasih bintang seru nungguin pemainya banget kalo pemula,0,neutral
akubintang cepat diupade tolong cepat upadeeeeee,1,positive
game bagus mohon update server penuh,0,neutral
sinyal bagus dah gk sori bilang,-5,negative
friend list biar mabarnya gk ribet oh yg bilang game game fitnah pengikut dajjal tolong bawa bawa agama kontil gamenya emng seru yg bilang jgn download game fitnah pembunuhan pengikut dajjal bla bla bla lu bwa bawa agama kalo game fitnah pembunuhan wolf tuh game pembunuhan dn fitnah kontil yg kagak gw sayangi hapus tuh komen kesel gw bangsd,-38,negative
aplikasi bagus suka aplikasinya terima kasih yqng nyiptain aplikasinya kasih bintang,0,neutral
tolong lahh servernya gedein full,1,positive
sya suka game memainkan gamenya mulu jarimgan bagus,3,positive
mantap ni game kek murderer mystery seru,7,positive
game game sampah boong gamenya bagus suka game lupa download game,-2,negative
game bagustlg tambahkan map airshipnya trmksh,2,positive
suka viral pas main room teman masuk karakter hijau tua hilang,0,neutral
pas gw beli cosmicubes ko lag gw udah susah susah ngumpulin beans beli nameplate gk tolong diperbaiki terima kalo,-2,negative
bagus banget suka download applikasi nyesal deh download applikasi,-3,negative
fitur aja ng invite temen add temen,2,positive
game menyenang tp menyenangkan lg game game offline,7,positive
map airship rilis tgl januari pas gw cek mohon perbaiki,2,positive
gamenya bagus kadang kalo udah masuk room suka,0,neutral
bagus ko game tolong cheater dikurangi auto ban sekian makasi,1,positive
coba tambahin bahasa indonesia server indonesia seru,-3,negative
gamenya jelekkkkkkkkkkkkkkk boong yuk download teman lho,0,neutral
game bagus banget impostor dengerin bintang,4,positive
buka among us memakai data masuk among us,-6,negative
gameplay unik fresh berani beda salut,-4,negative
gila game seru banget kagak kecewa gua download game asli keren parah,-6,negative
masuk suka banget main game kayak gini,-1,negative
gamenya seru banget impostor buang impostor,-2,negative
tolong developer gamenya diperketatin keamanannyabiar cheaternya banyaksaya kalo main mesti ketemu cheatertolong developernya,-1,negative
game ni keren pas gabut bikin goodmood gabut,-5,negative
game burikkkkkkkkkkkkkkkkktapi boong hayuk gamenya bagus banget map airship diliris,-3,negative
tolong tambahkan bahasa indonesianya seru,-3,negative
bagus banget suka banget main sampesampe temen main gila geme seru banget,1,positive
game hina bagus main pro player game,-3,negative
fitnah keji membunuh membunuh berdosa main game dosanya e booong game bangus banget anjir,-11,negative
game bagus fitnah fitnah han hahahahaha,-10,negative
menyenangkan mainnya map sabar,6,positive
gw bingung sma sinyal main mlbagus ap bgus tpi pasmain among us ko jlk trs yh,0,neutral
game burik kecewa et boong game bagus,-2,negative
game bagus banget wajib download multiplayer,-1,negative
bagus banget gamenya cuman pas masuk doang nggak orang nungguin,-4,negative
game seru melatih otakfitnah berbohon btw gw kagak masuk server asian,-4,negative
yg game seru seruan wort kalo menag aja,3,positive
bagus game semoga bagus update kedepannya,-2,negative
cheater jarang impostor menarik bosan greget gara² gk impostor,0,neutral
gimana mainnya ko start,0,neutral
game lu cacat bet dah gw pake wifi leg ping coba main moba lancar lol perbaiki ok,1,positive
sumpah gamenya keren banget yg gua bosen maen game yg laen skrg game among us yg bikin gua mood kalo maen game laen pokonya seru game,5,positive
way knp game seringkali ceath oti super kali tolong update game,6,positive
tingkatkan servernya disconnect,0,neutral
game seru bangetgue dah main banget ni gamegaada bosan²nya,0,neutral
hi guys tu bagusss baget karna suka inpoter kalo merah warana tiktok inposter emang bener kalo pink putih inpoter,3,positive
bagus game seru fitnah victory teruss,-5,negative
seru tambahannya kasih mikrofon biyar seru,1,positive
halo mengasih tau apk bagus menarik terima kasih,-2,negative
kasih tau berkomunitasi org asing suka ngobrol org malaysia sekian maaf kebanyakan saking seneng v,5,positive
menyenangkan otak semakir pintar karna task,1,positive
among us engkaulah game kesukaan terimakasih bahagia game terhibur terimakasih among us menghiburku terhibur game henry stikmin menghibur kabar mu map airship rilis innershloth pleas kumohon terimakasih innershloth,26,positive
gw sekaliii kecewa game gw udh mainin game gw imposternya dasar game adil,5,positive
seru karakyer doang impostor crewmate tolongg tambahin biar seru butuh miq butuh miq,-12,negative
game jelek bangettapi boong gamenya bagus bangett suka banget,-8,negative
gamenya bagus si bugnya tolong benarkan biar bug,-3,negative
servernya benerin pemainnya udah servernya lemot,-5,negative
game rusak main disconned pas main disconned game sampah,2,positive
susah join bosss tolong permudah online masak susah gitu servernya masuk room,-7,negative
kalo top unipin beli fashion,4,positive
game bagusyg belajar jdi psyco main game v,7,positive
game rusak main temen kagak tu kode game rusak,-4,negative
keren suka banget game tuduh gk kelewatan,5,positive
sore memainkan game pas membuka mode onlinenya,5,positive
game bagusssssssss bamgettttttttttttt biaa imposter terusss lohh ohh deh rahasia,3,positive
bagus bet dah tp iklannya dikurangin,-5,negative
game bagus banget suka main tuduh tuduhan cocok,4,positive
gema bagus yg donwlod cepetan donwlod dijamin nyesel deh bagus banget,-7,negative
update main fucekk,0,neutral
fitur free chatnya hilangin sumpah bikin ribet bgttt sorry gua ganti skornya tolong next updat balikin free chatnya terimakasih,-1,negative
disconect gabisa main tolong diperbaiki,1,positive
dikasih kredit skor biar gk player masuk game,-1,negative
game bagus mantan gebetan w main skrg tinggal sisa kenangan w lupain,-7,negative
among us bagussss map sabar,5,positive
sumpah bagus banget mainanak aktif moms,-2,negative
gamenya seru iklannya menggangu,0,neutral
game bagus lucu karakternya terimakasih gamenya,6,positive
game tuduh fitnah game supererrrrrrrrr bagus game nomor,-1,negative
apdet publik mohon perbaiki,0,neutral
bug nickname bejat dipakai cheater tolol gila kemenangan game uang rela data pribadinya dibocorkan game,-9,negative
sangatt baguss game seru kadang kadang leg,8,positive
game bagus menambah teman negara,3,positive
game lumayan bagus gk buriq buriq ayo devloplernya update bagus,1,positive
main game sampe kuota habis mabar local pake kuota,-2,negative
game bagus menarik mendownload downloadnggak nyesel deh download game,-3,negative
bagus odading mang iron men odading mang anjing banget,-5,negative
sumpah game bagus banget game among us udah peringkat one lhooo tepuk tangan emang yg bilang game burik burikan muka lhoo,6,positive
game seru banget sayanya astronot download game mengalahkan game free fire semoga game game nomer plastore aminnn,10,positive
gw kasih karna pas gw impos gw kluar trus nih piye tolong developer prbaiki dah aja,0,neutral
gamenya seru dimainkan teman bug,0,neutral
game among us mantep banget sumpah kasih bintang keren banget,5,positive
keren bosenin game pakek minggu langsung bosan kalok tdk,5,positive
bagus game update komen aswwwwwwwwww,0,neutral
game anjing mutu loading game mutu,4,positive
game bagus banget mabar main teman,1,positive
bagus game saran gue fokus jaringan aja,0,neutral
mengacau game wifi bagus masuk grub orang bilang diskonnet kalo gk niat game gk luarin bego,-1,negative
pengen kali kubantai programmer developer among asli la tepikir kau mic game mu kalo main auto mute kn gampang gosah game ah jualan mang ole aja kau,7,positive
free chat ganti nama bebas kaya manual ribet chat ganti nama seadanya,1,positive
game among us kasih bintang bagus banget lupa guys ikutan main askana seru banget guys,4,positive
kalo main suka jaringan bagus,-1,negative
seru parah game keren terusan ketawa main pokoknya game best,0,neutral
asli update seruuu tunggu map yg rilis,4,positive
kecewa dgn game among us krn dowload online,2,positive
game bagu update dihinur game terimah kasih game,7,positive
wkwkkwkwk game fitnah yak seu lhoo kalo pongin impostor pilih warna oren kalo donload ngak nyesel deh,-10,negative
aayg bagus aja dahkeren gabisa nulis indo chat yg sediainpapai,-1,negative
gua udah dongload game keren dongload dongload aja,0,neutral
apik buanget njass fitnah sak penaknya dewe cocok yng jd orang cobain kuy dijamin g nyesel nyeselnya pas fitnah syngnya g car id temen wkwkwkw apasi gaje,-16,negative
game bagus cmn kadang ketemu hacker overall bagus gamenya cmn butuh ban aj yg hackernya really reccomend game watch hackers,-1,negative
game disonnect terushbis itugane menarik,2,positive
game seru suka game pokoknya download silahkan deh pokoknya kegirangan dah gan,3,positive
game rusak masuk crash mulu,-5,negative
mah game ter sedunia cuk sumpah mencari pembunuh game kaya detektif gitu,-2,negative
game burik banget boong game bagus banget fitnah fitnahin orang,-5,negative
gamenya bagus kalo masukin code,-2,negative
admin adain negara bahasa indonesia,-4,negative
game kaya tai donwload teman teman susah masuk room jaringan hp udah g hp iphone pro max,-10,negative
gamenya baguuuus banget main bunuhbunuhan,1,positive
sumpah bagus kle main youtubers boong canda oi hehe bagus,-11,negative
bangus si permainan tapai ngelek banget udh pake jaringan bagus,-2,negative
game bagus banget cari imposter susah banget crewmate gampang bagus,-5,negative
game bodoh bug server jaringan gua cepat,-2,negative
game bagustapi cheater curangkalau cheater kurangi,2,positive
sinyalnya bro gw susah login jdinya connection tros,-3,negative
mohon update disconek pas room eror mulu plz update,0,neutral
update jelek lampu gk,-1,negative
gamenya bagustapi tolong dicheat blokir diaktifin biar seru,-4,negative
